"","x","y","share_100","year"
"830",-274,-473.5,0,2003
"831",-274,-462,0,2003
"832",-274,-450,0,2003
"833",-274,-438.5,0,2003
"834",-274,-427,0,2003
"835",-274,-415.5,0,2003
"836",-274,-404,0,2003
"837",-274,-392,0,2003
"838",-274,-380.5,0.527701,2003
"839",-274,-369,0,2003
"840",-274,-357.5,0,2003
"841",-274,-346,0,2003
"842",-274,-334,0,2003
"843",-274,-322.5,0,2003
"844",-274,-311,0,2003
"845",-274,-299.5,0,2003
"846",-274,-288,0,2003
"847",-274,-276.5,0,2003
"848",-274,-265,0,2003
"849",-274,-253,0,2003
"850",-274,-241.5,0,2003
"851",-274,-230,0,2003
"852",-274,-218.5,0,2003
"853",-274,-207,0,2003
"854",-274,-195,0,2003
"855",-274,-183.5,0,2003
"856",-274,-172,0,2003
"857",-274,-160.5,0,2003
"858",-274,-149,0,2003
"859",-274,-137,0,2003
"860",-274,-125.5,0,2003
"861",-274,-114,0,2003
"862",-274,-102.3,0,2003
"863",-274,-90.8,0,2003
"864",-274,-79.25,0,2003
"865",-274,-67.7,0,2003
"866",-274,-56.1,0,2003
"867",-274,-44.5,0,2003
"868",-274,-32.9,0,2003
"869",-274,-21.3,0,2003
"870",-274,-9.705,4.845501,2003
"871",-274,1.885,4.235901,2003
"872",-274,13.49,2.925651,2003
"873",-274,25.1,1.383826,2003
"874",-274,36.7,3.08237242857143,2003
