"","x","y","share_100","year"
"286",-360.5,-663.5,0,2003
"287",-360.5,-663.5,0,2003
"288",-360.5,-663.5,0,2003
"289",-360.5,-663.5,0,2003
"290",-360.5,-663.5,0,2003
"291",-360.5,-663.5,0,2003
"292",-360.5,-663.5,0,2003
"293",-360.5,-663.5,0,2003
"294",-360.5,-663.5,0,2003
"295",-360.5,-663.5,0,2003
"296",-360.5,-663.5,0,2003
"297",-360.5,-663.5,0,2003
"298",-360.5,-663.5,0,2003
"299",-360.5,-663.5,0,2003
"300",-360.5,-663.5,0,2003
"301",-353.5,-657,0,2003
"302",-353.5,-657,0,2003
"303",-353.5,-657,0,2003
"304",-353.5,-657,0,2003
"305",-353.5,-657,0,2003
"306",-353.5,-657,0,2003
"307",-353.5,-657,0,2003
"308",-353.5,-657,0,2003
"309",-353.5,-657,0,2003
"310",-353.5,-657,0,2003
"311",-353.5,-657,0,2003
"312",-353.5,-657,0,2003
"313",-353.5,-657,0,2003
"314",-353.5,-657,0,2003
"315",-353.5,-657,0,2003
"316",-353.5,-657,0,2003
"317",-353.5,-657,0,2003
"318",-353.5,-657,0,2003
"319",-353.5,-657,0,2003
"320",-353.5,-657,0,2003
"321",-353.5,-657,0,2003
"322",-353.5,-657,0,2003
"323",-353.5,-657,0,2003
"324",-353.5,-657,0,2003
"325",-353.5,-657,0,2003
"326",-353.5,-657,0,2003
"327",-353.5,-657,0,2003
"328",-353.5,-657,0,2003
"329",-353.5,-657,0,2003
"330",-353.5,-657,0,2003
"331",-353.5,-657,0,2003
"332",-353.5,-657,0,2003
"333",-353.5,-657,0,2003
"334",-353.5,-657,0,2003
"335",-353.5,-657,0,2003
"336",-353.5,-657,0,2003
"337",-353.5,-657,0,2003
"338",-353.5,-657,0,2003
"339",-353.5,-657,0,2003
"340",-353.5,-657,0,2003
"341",-353.5,-657,0,2003
"342",-353.5,-657,0,2003
"343",-353.5,-657,0,2003
"344",-353.5,-657,0,2003
"345",-353.5,-657,0,2003
"346",-353.5,-657,0,2003
"347",-353.5,-657,0,2003
"348",-353.5,-657,0,2003
"349",-353.5,-657,0,2003
"350",-353.5,-657,0,2003
"351",-353.5,-657,0,2003
"352",-353.5,-657,0,2003
"353",-353.5,-657,0,2003
"354",-353.5,-657,0,2003
"355",-353.5,-657,0,2003
"356",-353.5,-657,0,2003
"357",-353.5,-657,0,2003
"358",-353.5,-657,0,2003
"359",-353.5,-657,0,2003
"360",-353.5,-657,0,2003
"361",-353.5,-657,0,2003
"362",-353.5,-657,0,2003
"363",-353.5,-657,0,2003
"364",-353.5,-657,0,2003
"365",-353.5,-657,0,2003
"366",-353.5,-657,0,2003
"367",-353.5,-657,0,2003
"368",-353.5,-657,0,2003
"369",-353.5,-657,0,2003
"370",-353.5,-657,0,2003
"371",-353.5,-657,0,2003
"372",-353.5,-657,0,2003
"373",-353.5,-657,0,2003
"374",-353.5,-657,0,2003
"375",-353.5,-657,0,2003
"376",-353.5,-657,0,2003
"377",-353.5,-657,0,2003
"378",-353.5,-657,0,2003
"379",-353.5,-657,0,2003
"380",-353.5,-657,0,2003
"381",-353.5,-657,0,2003
"382",-353.5,-657,0,2003
"383",-353.5,-657,0,2003
"384",-353.5,-657,0,2003
"385",-353.5,-657,0,2003
"386",-353.5,-657,0,2003
"387",-353.5,-657,0,2003
"388",-353.5,-657,0,2003
"389",-353.5,-657,0,2003
"390",-353.5,-657,0,2003
"391",-353.5,-657,0,2003
"392",-353.5,-657,0,2003
"393",-353.5,-657,0,2003
"394",-353.5,-657,0,2003
"395",-353.5,-657,0,2003
"396",-353.5,-657,0,2003
"397",-353.5,-657,0,2003
"398",-353.5,-657,0,2003
"399",-353.5,-657,0,2003
"400",-353.5,-657,0,2003
"401",-353.5,-657,0,2003
"402",-353.5,-657,0,2003
"403",-353.5,-657,0,2003
"404",-353.5,-657,0,2003
"405",-353.5,-657,0,2003
"406",-353.5,-657,0.561801,2003
"407",-353.5,-657,0,2003
"408",-353.5,-657,0.247501,2003
"409",-353.5,-657,0,2003
"410",-353.5,-657,1e-06,2003
"411",-353.5,-657,0,2003
"412",-353.5,-657,0,2003
"413",-353.5,-657,0,2003
"414",-353.5,-657,0,2003
"415",-353.5,-657,0,2003
"416",-353.5,-657,0,2003
"417",-353.5,-657,0.518101,2003
"418",-353.5,-657,2.251451,2003
"419",-353.5,-657,0.123701,2003
"420",-353.5,-657,0.535701,2003
"421",-353.5,-657,0,2003
"422",-353.5,-657,0,2003
"423",-353.5,-657,0,2003
"424",-353.5,-657,0,2003
"425",-353.5,-657,0,2003
"426",-353.5,-657,0,2003
"427",-353.5,-657,0,2003
"428",-353.5,-657,0.131601,2003
"429",-353.5,-657,0,2003
"430",-353.5,-657,0.879001,2003
"431",-353.5,-657,0,2003
"432",-353.5,-657,0,2003
"433",-353.5,-657,0,2003
"434",-353.5,-657,0,2003
"435",-353.5,-657,0,2003
"436",-353.5,-657,0,2003
"437",-353.5,-657,0,2003
"438",-353.5,-657,0,2003
"439",-353.5,-657,0,2003
"440",-353.5,-657,0,2003
"441",-353.5,-657,0,2003
"442",-353.5,-657,0,2003
"443",-353.5,-657,0,2003
"444",-353.5,-657,0,2003
"445",-353.5,-657,0,2003
"446",-353.5,-657,0,2003
"447",-353.5,-657,0,2003
"448",-353.5,-657,0,2003
"449",-353.5,-657,0,2003
"450",-353.5,-657,0,2003
"451",-346.5,-650.5,0,2003
"452",-346.5,-650.5,0,2003
"453",-346.5,-650.5,0,2003
"454",-346.5,-650.5,0,2003
"455",-346.5,-650.5,0,2003
"456",-346.5,-650.5,0,2003
"457",-346.5,-650.5,0,2003
"458",-346.5,-650.5,0,2003
"459",-346.5,-650.5,0,2003
"460",-346.5,-650.5,0,2003
"461",-346.5,-650.5,0,2003
"462",-346.5,-650.5,0,2003
"463",-346.5,-650.5,0,2003
"464",-346.5,-650.5,0,2003
"465",-346.5,-650.5,0,2003
"466",-346.5,-650.5,0,2003
"467",-346.5,-650.5,0,2003
"468",-346.5,-650.5,0,2003
"469",-346.5,-650.5,0,2003
"470",-346.5,-650.5,0,2003
"471",-346.5,-650.5,0,2003
"472",-346.5,-650.5,0,2003
"473",-346.5,-650.5,0,2003
"474",-346.5,-650.5,0,2003
"475",-346.5,-650.5,0,2003
"476",-346.5,-650.5,0,2003
"477",-346.5,-650.5,0,2003
"478",-346.5,-650.5,0,2003
"479",-346.5,-650.5,0,2003
"480",-346.5,-650.5,0,2003
"481",-346.5,-650.5,0,2003
"482",-346.5,-650.5,0,2003
"483",-346.5,-650.5,0,2003
"484",-346.5,-650.5,0,2003
"485",-346.5,-650.5,0,2003
"486",-346.5,-650.5,0,2003
"487",-346.5,-650.5,0,2003
"488",-346.5,-650.5,0,2003
"489",-346.5,-650.5,0,2003
"490",-346.5,-650.5,0,2003
"491",-346.5,-650.5,0,2003
"492",-346.5,-650.5,0,2003
"493",-346.5,-650.5,0,2003
"494",-346.5,-650.5,0,2003
"495",-346.5,-650.5,0,2003
"496",-346.5,-650.5,0,2003
"497",-346.5,-650.5,0,2003
"498",-346.5,-650.5,0,2003
"499",-346.5,-650.5,0,2003
"500",-346.5,-650.5,0,2003
"501",-346.5,-650.5,0,2003
"502",-346.5,-650.5,0,2003
"503",-346.5,-650.5,0,2003
"504",-346.5,-650.5,0,2003
"505",-346.5,-650.5,0,2003
"506",-346.5,-650.5,0,2003
"507",-346.5,-650.5,0,2003
"508",-346.5,-650.5,0,2003
"509",-346.5,-650.5,0,2003
"510",-346.5,-650.5,0,2003
"511",-346.5,-650.5,0,2003
"512",-346.5,-650.5,0,2003
"513",-346.5,-650.5,0,2003
"514",-346.5,-650.5,0,2003
"515",-346.5,-650.5,0,2003
"516",-346.5,-650.5,0,2003
"517",-346.5,-650.5,0,2003
"518",-346.5,-650.5,0,2003
"519",-346.5,-650.5,0,2003
"520",-346.5,-650.5,0,2003
"521",-346.5,-650.5,0,2003
"522",-346.5,-650.5,0,2003
"523",-346.5,-650.5,0,2003
"524",-346.5,-650.5,0,2003
"525",-346.5,-650.5,0,2003
"526",-346.5,-650.5,0,2003
"527",-346.5,-650.5,0,2003
"528",-346.5,-650.5,0,2003
"529",-346.5,-650.5,0,2003
"530",-346.5,-650.5,0,2003
"531",-346.5,-650.5,0,2003
"532",-346.5,-650.5,0,2003
"533",-346.5,-650.5,0,2003
"534",-346.5,-650.5,0,2003
"535",-346.5,-650.5,0,2003
"536",-346.5,-650.5,0,2003
"537",-346.5,-650.5,0,2003
"538",-346.5,-650.5,0,2003
"539",-346.5,-650.5,0,2003
"540",-346.5,-650.5,0,2003
"541",-346.5,-650.5,0,2003
"542",-346.5,-650.5,0,2003
"543",-346.5,-650.5,0,2003
"544",-346.5,-650.5,0,2003
"545",-346.5,-650.5,0,2003
"546",-346.5,-650.5,0,2003
"547",-346.5,-650.5,0,2003
"548",-346.5,-650.5,0,2003
"549",-346.5,-650.5,0,2003
"550",-346.5,-650.5,0,2003
"551",-346.5,-650.5,0,2003
"552",-346.5,-650.5,0,2003
"553",-346.5,-650.5,0,2003
"554",-346.5,-650.5,0,2003
"555",-346.5,-650.5,1.101901,2003
"556",-346.5,-650.5,0,2003
"557",-346.5,-650.5,0,2003
"558",-346.5,-650.5,2.05263433333333,2003
"559",-346.5,-650.5,1e-06,2003
"560",-346.5,-650.5,0,2003
"561",-346.5,-650.5,0,2003
"562",-346.5,-650.5,0,2003
"563",-346.5,-650.5,0.897401,2003
"564",-346.5,-650.5,0,2003
"565",-346.5,-650.5,3.19406766666667,2003
"566",-346.5,-650.5,1e-06,2003
"567",-346.5,-650.5,0.732251,2003
"568",-346.5,-650.5,2.087401,2003
"569",-346.5,-650.5,1.719801,2003
"570",-346.5,-650.5,0,2003
"571",-346.5,-650.5,0,2003
"572",-346.5,-650.5,0,2003
"573",-346.5,-650.5,0,2003
"574",-346.5,-650.5,0,2003
"575",-346.5,-650.5,0,2003
"576",-346.5,-650.5,0,2003
"577",-346.5,-650.5,1e-06,2003
"578",-346.5,-650.5,0,2003
"579",-346.5,-650.5,1.98196766666667,2003
"580",-346.5,-650.5,0,2003
"581",-346.5,-650.5,0,2003
"582",-346.5,-650.5,0,2003
"583",-346.5,-650.5,0,2003
"584",-346.5,-650.5,0,2003
"585",-346.5,-650.5,0,2003
"586",-346.5,-650.5,0,2003
"587",-346.5,-650.5,0,2003
"588",-346.5,-650.5,0,2003
"589",-346.5,-650.5,0,2003
"590",-346.5,-650.5,0,2003
"591",-346.5,-650.5,0,2003
"592",-346.5,-650.5,0,2003
"593",-346.5,-650.5,0,2003
"594",-346.5,-650.5,0,2003
"595",-346.5,-650.5,0,2003
"596",-346.5,-650.5,0,2003
"597",-346.5,-650.5,0,2003
"598",-346.5,-650.5,0,2003
"599",-346.5,-650.5,0,2003
"600",-346.5,-650.5,0,2003
"601",-339.5,-643.5,0,2003
"602",-339.5,-643.5,0,2003
"603",-339.5,-643.5,0,2003
"604",-339.5,-643.5,0,2003
"605",-339.5,-643.5,0,2003
"606",-339.5,-643.5,0,2003
"607",-339.5,-643.5,0,2003
"608",-339.5,-643.5,0,2003
"609",-339.5,-643.5,0,2003
"610",-339.5,-643.5,0,2003
"611",-339.5,-643.5,0,2003
"612",-339.5,-643.5,0,2003
"613",-339.5,-643.5,0,2003
"614",-339.5,-643.5,0,2003
"615",-339.5,-643.5,0,2003
"616",-339.5,-643.5,0,2003
"617",-339.5,-643.5,0,2003
"618",-339.5,-643.5,0,2003
"619",-339.5,-643.5,0,2003
"620",-339.5,-643.5,0,2003
"621",-339.5,-643.5,0,2003
"622",-339.5,-643.5,0,2003
"623",-339.5,-643.5,0,2003
"624",-339.5,-643.5,0,2003
"625",-339.5,-643.5,0,2003
"626",-339.5,-643.5,0,2003
"627",-339.5,-643.5,0,2003
"628",-339.5,-643.5,0,2003
"629",-339.5,-643.5,0,2003
"630",-339.5,-643.5,0,2003
"631",-339.5,-643.5,0,2003
"632",-339.5,-643.5,0,2003
"633",-339.5,-643.5,0,2003
"634",-339.5,-643.5,0,2003
"635",-339.5,-643.5,0,2003
"636",-339.5,-643.5,0,2003
"637",-339.5,-643.5,0,2003
"638",-339.5,-643.5,0,2003
"639",-339.5,-643.5,0,2003
"640",-339.5,-643.5,0,2003
"641",-339.5,-643.5,0,2003
"642",-339.5,-643.5,0,2003
"643",-339.5,-643.5,0,2003
"644",-339.5,-643.5,0,2003
